title,filename,path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps
The Suicide Squad (2021),The Suicide Squad (2021) {imdb-tt6334354} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/The Suicide Squad (2021)/The Suicide Squad (2021) {imdb-tt6334354} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,35000297088,32.6,2160p,3840,2024,H.265,TrueHD,DV HDR10,BluRay,,132.1,35.32
Interstellar (2014),Interstellar (2014) {imdb-tt0816692} {edition-Imax} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Interstellar (2014)/Interstellar (2014) {imdb-tt0816692} {edition-Imax} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-SPHD.mkv,60382460631,56.24,2160p,3840,2160,H.265,DTS-HD,DV HDR10,BluRay,,169.1,47.62
Batman v Superman Dawn of Justice (2016),Batman v Superman Dawn of Justice (2016) {imdb-tt2975590} {edition-Ultimate Edition Imax} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Batman v Superman Dawn of Justice (2016)/Batman v Superman Dawn of Justice (2016) {imdb-tt2975590} {edition-Ultimate Edition Imax} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,59648956512,55.55,2160p,3840,2160,H.265,TrueHD,DV HDR10,BluRay,,182.6,43.56
The Greatest Showman (2017),The Greatest Showman (2017) {imdb-tt1485796} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/The Greatest Showman (2017)/The Greatest Showman (2017) {imdb-tt1485796} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,34288453563,31.93,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,104.8,43.61
The Phantom of the Opera (2004),The Phantom of the Opera (2004) {imdb-tt0293508} [Remux-2160p][HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/The Phantom of the Opera (2004)/The Phantom of the Opera (2004) {imdb-tt0293508} [Remux-2160p][HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv,41510176133,38.66,2160p,3840,2160,H.265,DTS-HD,HDR10,Remux,,141.1,39.23
Ready Player One (2018),Ready Player One.2018.2160p.UHD.BluRay.TrueHD7.1.Atmos.x265-HQMUX.mkv,/mnt/media/4K Movies/Ready Player One (2018)/Ready Player One.2018.2160p.UHD.BluRay.TrueHD7.1.Atmos.x265-HQMUX.mkv,33759165530,31.44,2160p,3840,1600,H.265,TrueHD,,BluRay,,140.0,32.16
Wonder Woman 1984 (2020),Wonder Woman 1984 (2020) {imdb-tt7126948} {edition-Imax} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Wonder Woman 1984 (2020)/Wonder Woman 1984 (2020) {imdb-tt7126948} {edition-Imax} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,47249966808,44.0,2160p,3840,2024,H.265,TrueHD,DV HDR10,BluRay,,151.1,41.69
Blade Runner 2049 (2017),Blade.Runner.2049.2017.UHD.BluRay.2160p.TrueHD.Atmos.7.1.HEVC.HYBRID.REMUX-FraMeSToR.mkv,/mnt/media/4K Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.UHD.BluRay.2160p.TrueHD.Atmos.7.1.HEVC.HYBRID.REMUX-FraMeSToR.mkv,78732725953,73.33,2160p,3840,2160,H.265,TrueHD Atmos,,Remux,,163.5,64.22
Captain America Civil War (2016),Captain.America.Civil.War.2016.2160p.UHD.BluRay.ATMOS.HDR.x265-W4NK3R.mkv,/mnt/media/4K Movies/Captain America Civil War (2016)/Captain.America.Civil.War.2016.2160p.UHD.BluRay.ATMOS.HDR.x265-W4NK3R.mkv,30855268390,28.74,2160p,3840,1600,H.265,,HDR,BluRay,,147.7,27.85
Tenet (2020),Tenet (2020) {imdb-tt6723592} {edition-Imax} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Tenet (2020)/Tenet (2020) {imdb-tt6723592} {edition-Imax} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-SPHD.mkv,48300105510,44.98,2160p,3840,2160,H.265,DTS-HD,DV HDR10,BluRay,,150.2,42.89
Bohemian Rhapsody (2018),Bohemian Rhapsody (2018) {imdb-tt1727824} [Bluray-2160p][HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Bohemian Rhapsody (2018)/Bohemian Rhapsody (2018) {imdb-tt1727824} [Bluray-2160p][HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,28296302789,26.35,2160p,3840,1604,H.265,TrueHD,HDR10+,BluRay,,134.6,28.03
Willy Wonka and the Chocolate Factory (1971),Willy Wonka and the Chocolate Factory (1971) {imdb-tt0067992} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Willy Wonka and the Chocolate Factory (1971)/Willy Wonka and the Chocolate Factory (1971) {imdb-tt0067992} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-MainFrame.mkv,36507286271,34.0,2160p,3840,2076,H.265,DTS-HD,DV HDR10,BluRay,,99.6,48.86
Blade (1998),Blade (1998) {imdb-tt0120611} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Blade (1998)/Blade (1998) {imdb-tt0120611} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,35503057623,33.06,2160p,3840,1604,H.265,TrueHD,DV HDR10,BluRay,,120.2,39.38
Eternals (2021),Eternals.2021.2160p.UHD.BluRay.ATMOS.DV.x265-W4NK3R.mkv,/mnt/media/4K Movies/Eternals (2021)/Eternals.2021.2160p.UHD.BluRay.ATMOS.DV.x265-W4NK3R.mkv,29149039348,27.15,2160p,3840,1608,H.265,,DV,BluRay,,155.8,24.94
Dune (2021),Dune (2021) {imdb-tt1160419} [Bluray-2160p Proper][DV HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Dune (2021)/Dune (2021) {imdb-tt1160419} [Bluray-2160p Proper][DV HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,46596164236,43.4,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,155.4,39.97
Iron Man (2008),Iron Man (2008) {imdb-tt0371746} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Iron Man (2008)/Iron Man (2008) {imdb-tt0371746} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,27826876878,25.92,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,126.0,29.45
Avatar The Way of Water (2022),Avatar The Way of Water (2022) {imdb-tt1630029} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Avatar The Way of Water (2022)/Avatar The Way of Water (2022) {imdb-tt1630029} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,58699206074,54.67,2160p,3840,2076,H.265,TrueHD,HDR10,BluRay,,192.6,40.64
The Godfather (1972),The Godfather (1972) {imdb-tt0068646} [Bluray-2160p][DV HDR10][TrueHD 5.1][x265]-SPHD.mkv,/mnt/media/4K Movies/The Godfather (1972)/The Godfather (1972) {imdb-tt0068646} [Bluray-2160p][DV HDR10][TrueHD 5.1][x265]-SPHD.mkv,60948061655,56.76,2160p,3840,2076,H.265,TrueHD,DV HDR10,BluRay,,176.7,45.99
The Lord of the Rings The Return of the King (2003),The Lord of the Rings The Return of the King (2003) {imdb-tt0167260} {edition-Extended} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/The Lord of the Rings The Return of the King (2003)/The Lord of the Rings The Return of the King (2003) {imdb-tt0167260} {edition-Extended} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,141123556741,131.43,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,263.2,71.5
Deadpool 2 (2018),Deadpool 2 (2018) {imdb-tt5463162} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Deadpool 2 (2018)/Deadpool 2 (2018) {imdb-tt5463162} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,31799966800,29.62,2160p,3840,1608,H.265,TrueHD,HDR10,BluRay,,134.0,31.64
Apocalypse Now (1979),Apocalypse Now (1979) {imdb-tt0078788} {edition-Theatrical Cut} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Apocalypse Now (1979)/Apocalypse Now (1979) {imdb-tt0078788} {edition-Theatrical Cut} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,40107303127,37.35,2160p,3840,1604,H.265,TrueHD,DV HDR10,BluRay,,147.3,36.32
Star Trek The Motion Picture (1979),Star Trek The Motion Picture (1979) {imdb-tt0079945} [Bluray-2160p][DV][TrueHD Atmos 7.1][x265]-VD0N.mkv,/mnt/media/4K Movies/Star Trek The Motion Picture (1979)/Star Trek The Motion Picture (1979) {imdb-tt0079945} [Bluray-2160p][DV][TrueHD Atmos 7.1][x265]-VD0N.mkv,45837210270,42.69,2160p,3840,1608,H.265,TrueHD,DV,BluRay,,136.7,44.7
Fast & Furious 6 (2013),Fast and Furious 6 (2013) {imdb-tt1905041} {edition-Extended} [Bluray-2160p Proper][HDR10][DTS-HD MA 5.1][x265]-CtrlHD.mkv,/mnt/media/4K Movies/Fast & Furious 6 (2013)/Fast and Furious 6 (2013) {imdb-tt1905041} {edition-Extended} [Bluray-2160p Proper][HDR10][DTS-HD MA 5.1][x265]-CtrlHD.mkv,30874593403,28.75,2160p,3840,1632,H.265,DTS-HD,HDR10,BluRay,,131.0,31.41
Blade II (2002),Blade II (2002) {imdb-tt0187738} [WEBDL-2160p][DV HDR10][DTS-HD MA 7.1][h265]-FLUX.mkv,/mnt/media/4K Movies/Blade II (2002)/Blade II (2002) {imdb-tt0187738} [WEBDL-2160p][DV HDR10][DTS-HD MA 7.1][h265]-FLUX.mkv,23610372860,21.99,2160p,3840,2076,H.265,DTS-HD,DV HDR10,WEB-DL,,116.9,26.94
Return of the Jedi (1983),Return of the Jedi (1983) {imdb-tt0086190} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,/mnt/media/4K Movies/Return of the Jedi (1983)/Return of the Jedi (1983) {imdb-tt0086190} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,31938745004,29.75,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,134.8,31.59
The Empire Strikes Back (1980),The Empire Strikes Back (1980) {imdb-tt0080684} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-HQMUX.mkv,/mnt/media/4K Movies/The Empire Strikes Back (1980)/The Empire Strikes Back (1980) {imdb-tt0080684} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-HQMUX.mkv,29606291714,27.57,2160p,3840,1608,H.265,TrueHD,HDR10,BluRay,,127.4,30.98
Captain America Brave New World (2025),Captain America Brave New World (2025) {imdb-tt14513804} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Captain America Brave New World (2025)/Captain America Brave New World (2025) {imdb-tt14513804} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-MainFrame.mkv,22311039850,20.78,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,118.5,25.1
Mission Impossible Fallout (2018),Mission Impossible Fallout (2018) {imdb-tt4912910} {edition-Imax} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Mission Impossible Fallout (2018)/Mission Impossible Fallout (2018) {imdb-tt4912910} {edition-Imax} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,54968958876,51.19,2160p,3840,2024,H.265,TrueHD,DV HDR10,BluRay,,147.4,49.72
Mission Impossible Rogue Nation (2015),Mission Impossible Rogue Nation (2015) {imdb-tt2381249} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-HQMUX.mkv,/mnt/media/4K Movies/Mission Impossible Rogue Nation (2015)/Mission Impossible Rogue Nation (2015) {imdb-tt2381249} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-HQMUX.mkv,26821258345,24.98,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,131.6,27.18
The Abyss (1989),The Abyss (1989) {imdb-tt0096754} {edition-Special Edition} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/The Abyss (1989)/The Abyss (1989) {imdb-tt0096754} {edition-Special Edition} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,35786735192,33.33,2160p,3840,1604,H.265,TrueHD,DV HDR10,BluRay,,171.0,27.9
Thor Ragnarok (2017),Thor Ragnarok (2017) {imdb-tt3501632} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-LEGi0N.mkv,/mnt/media/4K Movies/Thor Ragnarok (2017)/Thor Ragnarok (2017) {imdb-tt3501632} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-LEGi0N.mkv,29582187680,27.55,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,130.5,30.22
Zombieland Double Tap (2019),Zombieland Double Tap (2019) {imdb-tt1560220} [Bluray-2160p][DV HDR10][DTS-X 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Zombieland Double Tap (2019)/Zombieland Double Tap (2019) {imdb-tt1560220} [Bluray-2160p][DV HDR10][DTS-X 7.1][x265]-MainFrame.mkv,18960398797,17.66,2160p,3840,1604,H.265,DTS:X,DV HDR10,BluRay,,99.0,25.53
Napoleon (2023),Napoleon (2023) {imdb-tt13287846} {edition-Directors Cut} [ATVP][WEBDL-2160p][DV HDR10Plus][EAC3 Atmos 5.1][h265]-FLUX.mkv,/mnt/media/4K Movies/Napoleon (2023)/Napoleon (2023) {imdb-tt13287846} {edition-Directors Cut} [ATVP][WEBDL-2160p][DV HDR10Plus][EAC3 Atmos 5.1][h265]-FLUX.mkv,37161578663,34.61,2160p,3840,1608,H.265,DD+,DV HDR10,WEB-DL,,204.8,24.19
Zack Snyders Justice League (2021),Zack Snyders Justice League (2021) {imdb-tt12361974} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Zack Snyders Justice League (2021)/Zack Snyders Justice League (2021) {imdb-tt12361974} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,56152706692,52.3,2160p,2880,2160,H.265,TrueHD,DV HDR10,BluRay,,242.3,30.91
Captain Marvel 2 (2022),The Marvels (2023) {imdb-tt10676048} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Captain Marvel 2 (2022)/The Marvels (2023) {imdb-tt10676048} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,23484005229,21.87,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,104.7,29.89
Mad Max Fury Road (2015),Mad Max Fury Road (2015) {imdb-tt1392190} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Mad Max Fury Road (2015)/Mad Max Fury Road (2015) {imdb-tt1392190} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,45809156345,42.66,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,120.4,50.75
Highlander (1986),Highlander (1986) {imdb-tt0091203} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Highlander (1986)/Highlander (1986) {imdb-tt0091203} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-W4NK3R.mkv,54649057706,50.9,2160p,3840,2076,H.265,DTS-HD,DV HDR10,BluRay,,116.8,62.41
Earth One Amazing Day (2017),Earth One Amazing Day (2017) {imdb-tt6238896} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Earth One Amazing Day (2017)/Earth One Amazing Day (2017) {imdb-tt6238896} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,52336046428,48.74,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,93.7,74.45
Aliens (1986),Aliens (1986) {imdb-tt0090605} {edition-Special Edition} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Aliens (1986)/Aliens (1986) {imdb-tt0090605} {edition-Special Edition} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,56481561613,52.6,2160p,3840,2072,H.265,TrueHD,DV HDR10,BluRay,,154.5,48.75
War for the Planet of the Apes (2017),War for the Planet of the Apes (2017) {imdb-tt3450958} [Hybrid][Bluray-2160p][DV HDR10Plus][EAC3 Atmos 8.0][x265]-BiTOR.mkv,/mnt/media/4K Movies/War for the Planet of the Apes (2017)/War for the Planet of the Apes (2017) {imdb-tt3450958} [Hybrid][Bluray-2160p][DV HDR10Plus][EAC3 Atmos 8.0][x265]-BiTOR.mkv,21132418642,19.68,2160p,3840,1600,H.265,DD+,DV HDR10,BluRay,,140.2,20.1
Kingdom of Heaven (2005),Kingdom of Heaven (2005) {imdb-tt0320661} {edition-Director's Cut} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Kingdom of Heaven (2005)/Kingdom of Heaven (2005) {imdb-tt0320661} {edition-Director's Cut} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,56042538557,52.19,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,193.9,38.54
Deadpool 3 (2024),Deadpool and Wolverine (2024) {imdb-tt6263850} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Deadpool 3 (2024)/Deadpool and Wolverine (2024) {imdb-tt6263850} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,28434733220,26.48,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,127.9,29.64
Venom (2018),Venom (2018) {imdb-tt1270797} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Venom (2018)/Venom (2018) {imdb-tt1270797} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,20484774062,19.08,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,112.4,24.31
Riddick (2013),Riddick (2013) {imdb-tt1411250} {edition-Director's Cut} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Riddick (2013)/Riddick (2013) {imdb-tt1411250} {edition-Director's Cut} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-SPHD.mkv,48743150049,45.4,2160p,3840,1596,H.265,DTS-HD,DV HDR10,BluRay,,126.9,51.22
Godzilla x Kong The New Empire (2024),Godzilla x Kong The New Empire (2024) {imdb-tt14539740} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Godzilla x Kong The New Empire (2024)/Godzilla x Kong The New Empire (2024) {imdb-tt14539740} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,37332094281,34.77,2160p,3840,1604,H.265,TrueHD,DV HDR10,BluRay,,114.7,43.41
The Godfather Part II (1974),The Godfather Part II (1974) {imdb-tt0071562} [Bluray-2160p][DV HDR10][TrueHD 5.1][x265]-SPHD.mkv,/mnt/media/4K Movies/The Godfather Part II (1974)/The Godfather Part II (1974) {imdb-tt0071562} [Bluray-2160p][DV HDR10][TrueHD 5.1][x265]-SPHD.mkv,66932820280,62.34,2160p,3840,2076,H.265,TrueHD,DV HDR10,BluRay,,201.7,44.25
Kingdom of the Planet of the Apes (2024),Kingdom of the Planet of the Apes (2024) {imdb-tt11389872} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Kingdom of the Planet of the Apes (2024)/Kingdom of the Planet of the Apes (2024) {imdb-tt11389872} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,29773270741,27.73,2160p,3840,1604,H.265,TrueHD,DV HDR10,BluRay,,144.8,27.42
Spider-Man Homecoming (2017),Spider-Man Homecoming (2017) {imdb-tt2250912} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Spider-Man Homecoming (2017)/Spider-Man Homecoming (2017) {imdb-tt2250912} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,27189367984,25.32,2160p,3840,1604,H.265,TrueHD,DV HDR10,BluRay,,133.5,27.16
Venom Let There Be Carnage (2021),Venom Let There Be Carnage (2021) {imdb-tt7097896} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Venom Let There Be Carnage (2021)/Venom Let There Be Carnage (2021) {imdb-tt7097896} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,27284404265,25.41,2160p,3840,2076,H.265,TrueHD,DV HDR10,BluRay,,97.3,37.39
Spider-Man Far From Home (2019),Spider-Man Far From Home (2019) {imdb-tt6320628} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Spider-Man Far From Home (2019)/Spider-Man Far From Home (2019) {imdb-tt6320628} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,20301663476,18.91,2160p,3840,1604,H.265,TrueHD,DV HDR10,BluRay,,129.4,20.92
Dawn of the Planet of the Apes (2014),Dawn of the Planet of the Apes (2014) {imdb-tt2103281} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,/mnt/media/4K Movies/Dawn of the Planet of the Apes (2014)/Dawn of the Planet of the Apes (2014) {imdb-tt2103281} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,16491562981,15.36,2160p,3840,2076,H.265,DD+,DV HDR10,BluRay,,130.4,16.86
Godzilla (2014),Godzilla (2014) {imdb-tt0831387} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-HQMUX.mkv,/mnt/media/4K Movies/Godzilla (2014)/Godzilla (2014) {imdb-tt0831387} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-HQMUX.mkv,48075824187,44.77,2160p,3840,1608,H.265,TrueHD,HDR10,BluRay,,123.1,52.07
Gladiator II (2024),Gladiator II (2024) {imdb-tt9218128} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Gladiator II (2024)/Gladiator II (2024) {imdb-tt9218128} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,78450673553,73.06,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,147.8,70.75
Star Trek VI The Undiscovered Country (1991),Star Trek VI The Undiscovered Country (1991) {imdb-tt0102975} {edition-Theatrical Cut} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,/mnt/media/4K Movies/Star Trek VI The Undiscovered Country (1991)/Star Trek VI The Undiscovered Country (1991) {imdb-tt0102975} {edition-Theatrical Cut} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,15598583801,14.53,2160p,3840,1634,H.265,DD+,DV HDR10,BluRay,,110.0,18.91
Star Trek Beyond (2016),Star Trek Beyond (2016) {imdb-tt2660888} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Star Trek Beyond (2016)/Star Trek Beyond (2016) {imdb-tt2660888} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,40988771193,38.17,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,122.4,44.66
Cars 3 (2017),Cars 3 (2017) {imdb-tt3606752} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-CtrlHD.mkv,/mnt/media/4K Movies/Cars 3 (2017)/Cars 3 (2017) {imdb-tt3606752} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-CtrlHD.mkv,24648742235,22.96,2160p,3840,1608,H.265,TrueHD,HDR10,BluRay,,102.4,32.09
